H_all2,H_all3,H_all4,H_all5,H_all6,H_all7,H_all8,H_all11,H_all15,H_all22,H_all27,H_all28,H_all31,H_all32,H_all36,H_all37,H_all38,H_all304,H_all305,H_all306,H_all307,H_all308,H_all309,H_all310,H_all313,H_all317,H_all324,H_all329,H_all330,H_all333,H_all334,H_all338,H_all339,H_all340,age,gender
0.905937749,0.793532917,1.033592822,1.015623957,1.054826891,0.925612962,0.984156817,1.050124469,0.886919439,0.991471417,0.784703997,0.821464257,0.974615944,0.98030491,0.807366075,0.911673521,0.911849842,0.86261711,1.021572332,0.90549052,1.004220798,0.994988305,0.950646703,1.00162298,0.938162406,0.798069115,0.982097708,0.787051258,0.759092804,0.845479259,0.89105729,0.834454418,0.847730089,0.906580416,1,F
0.886646241,0.804016696,0.830535772,0.808268192,0.964832711,0.908473452,0.997686984,0.880144231,0.792713755,0.827766842,0.915575273,0.80791121,1.037964585,0.920136293,0.925245006,0.905114371,0.867903991,0.902376693,0.80323929,0.820578375,0.870062912,0.81685272,0.922189849,0.806829649,0.802180508,0.911621097,0.882622078,0.93717047,0.744801394,1.205090412,0.904760737,0.835853576,0.780735085,0.882511,1,F
0.997950164,0.889553502,0.818151128,0.945879908,0.795725166,0.925282997,0.906605838,0.816937249,0.768105086,0.835839002,0.841428021,0.934823313,0.809487124,0.884618117,0.760622286,0.821634682,0.799693591,0.914117711,0.835785557,0.849242916,0.886217538,0.79156181,0.859398572,0.843706928,0.855489204,0.853605124,1.012709749,0.92568286,0.872863153,0.992571248,0.905970541,0.873933178,0.879653252,0.835943508,1,F
0.71776431,0.841876995,0.912216391,0.90398745,0.910858372,0.790559546,0.824475391,0.959732467,0.798017854,0.895320928,0.770232621,0.720340301,1.025345872,0.845034946,0.840964916,0.763963584,0.776176389,0.835050364,0.75953531,0.962455402,0.82150779,0.945985559,0.772803758,0.896216378,0.920523551,0.67866574,0.881609694,0.708842277,0.859492547,0.911695098,0.893979248,0.875491767,0.873500542,0.822519049,1,F
1.096885667,0.867790371,0.91602388,0.979716856,0.972630886,0.91501683,1.033276836,0.974636047,0.840312926,0.945475937,1.086208796,0.888336349,0.887232577,1.036154273,0.911303086,0.854053467,0.817901431,0.940235826,0.889459887,0.90539159,0.985742407,0.90957605,0.96743627,1.005906209,1.007688135,0.985435415,1.007956126,1.092918748,0.890321876,0.95803191,1.05123155,0.934495239,0.744273412,0.74820196,2,F
0.935113263,0.8326603,0.90331353,0.739315102,0.904002011,0.81586902,0.777705393,0.819588652,0.83656401,0.830195527,0.849673542,1.000250195,0.816285261,0.919809192,0.878884925,1.013514386,0.920407532,0.80457993,0.898044808,0.927888353,0.768245957,0.852985481,0.876147092,0.815366161,0.866307865,0.809782788,0.747737181,0.962458894,0.989577238,0.872787822,0.861779534,0.88150215,0.773042298,0.830164069,2,F
0.936507942,0.905895862,0.949902111,0.959259026,0.75629822,1.113095854,0.788669584,1.041749976,0.837822359,0.750196893,0.923193543,0.838078334,1.02280863,0.82138386,0.945606882,0.966150763,0.882580412,0.858969869,0.837658888,0.980227573,0.836725605,0.88427404,0.881154227,0.903845702,1.029833223,1.999999963,1.999999963,0.817488421,0.848791673,0.794089064,0.902934471,1.999999963,1.999999963,1.999999963,1,F
0.973266777,0.90494074,0.846037838,0.922750617,0.896708314,0.922484858,0.898711426,0.908369596,0.761665629,0.770388477,0.946589852,0.657873467,0.893809884,0.850702391,0.878079528,0.847887377,0.931735053,0.849439871,0.774406406,0.796607349,0.742804821,0.738653724,0.905588816,0.768857864,0.896580714,0.809194737,0.758466965,0.763932279,0.861269152,0.788100387,0.890220739,0.781052806,0.777662068,0.777085655,1,F
0.894796498,0.901719869,0.944091052,0.945004569,0.904044814,0.887347691,0.985411888,1.015792983,0.845655083,0.92495651,0.8742998,0.828015178,0.894930742,0.827731497,0.964864197,1.015069381,1.053212512,0.889058813,0.770361709,0.840189785,0.86918292,0.89509651,0.883956517,0.847575235,0.992430397,0.967249643,0.809253446,0.868901369,0.812347946,0.848295057,0.792716801,1.11397885,0.960265171,0.930106806,2,F
0.892981295,0.93440106,0.890487332,0.9789866,0.827347386,0.935625824,0.833099695,1.013768152,0.815604375,0.808489072,0.819115119,0.783461478,0.87520998,0.982112834,0.833753207,0.757617169,0.750022796,0.77785781,0.763993427,1.999999963,0.761554767,1.999999963,1.999999963,1.999999963,0.813849698,0.989306461,0.881063417,0.822218262,1.999999963,0.888973947,0.92951375,0.810771699,0.760021274,0.73625617,2,F
0.854842705,0.85490537,0.87003106,0.850229462,0.867238839,0.888646251,0.881910691,0.976617165,0.768248947,0.937118216,0.882495843,0.783147967,0.927178187,0.923965137,0.769050331,0.760485371,0.695216315,0.969697227,0.825535937,0.8462486,0.850072408,0.701605624,0.800794808,0.890996838,0.881031933,0.854572499,0.956811724,1.01130685,0.776840725,0.84679484,0.860965142,0.943284267,0.837230263,0.755323174,1,F
1.018150423,0.960100172,0.988008485,0.991851194,0.957360889,1.094474336,0.983655719,1.03826777,0.910392476,0.966743658,1.023185179,0.86387971,0.936268487,0.939333241,0.894564182,0.862985043,0.864312947,0.986279436,0.856086221,0.904525885,0.818040579,0.80930149,0.903017356,0.753260485,0.791438713,0.870151289,0.917510599,1.001354381,0.926240069,1.075127617,0.886786982,0.945647182,0.925159716,0.878402618,2,F
0.871170732,0.801867515,0.77946679,0.828972554,0.78967506,0.842340758,0.927165731,0.834103639,0.926921351,0.892713453,0.901724302,0.945435815,0.687592262,0.906632575,0.931497697,0.864442989,0.906172432,0.918720136,0.867940678,0.854268878,0.886913522,0.897217349,0.767982625,0.753091478,0.992075525,0.921994669,0.801815689,0.829643551,0.812752383,0.981862261,0.929398206,0.763610114,0.871992874,0.803585088,2,F
0.989674826,0.822593268,0.828355967,0.896530857,0.885298466,0.823185936,0.992869507,0.84287419,0.860104603,0.830137302,0.785016615,0.743131348,0.835966369,0.885623655,0.820579091,0.941143425,0.876850225,0.893749918,0.818088131,0.82681875,0.820258804,0.769393599,0.797309774,0.903169691,0.827794271,0.936899458,0.880571423,0.762842829,0.782736078,0.99788865,0.778656792,0.711793245,0.794876839,0.785538796,1,M
1.02328218,0.979107509,0.765996576,0.772533957,0.851945229,0.843571752,0.786777186,0.822510092,0.757606805,0.806134048,0.786265207,0.731925818,0.880802915,0.859084989,0.876007585,0.765998235,0.877929935,0.861761219,0.705617231,0.696037161,0.800318571,0.767536055,0.777454279,0.770423018,0.715704878,0.882262494,0.895560529,0.814133985,0.997689797,0.899958458,0.872056046,0.879429812,0.771760748,0.808907665,1,M
0.822499729,0.832917138,0.824133501,0.806041191,0.88226174,0.749184367,0.892566683,0.835510957,0.744275547,0.822365602,0.902375519,0.786730547,0.986237321,0.906070339,0.880073854,0.892434732,0.795639975,0.789760376,0.833267645,0.827022769,0.883953561,0.939660318,0.807983942,0.780303857,0.788503492,0.795044063,0.851394299,0.847344187,0.701114842,0.932815861,0.791032826,0.954100324,0.933537781,0.893051474,2,M
0.978151052,0.759868456,1.040508904,1.065003533,0.992620971,1.049823555,1.096532139,1.015608003,0.868987977,0.817655929,0.879776458,0.630229404,0.860026347,0.802545104,0.801941834,0.854087062,0.860417712,0.842888645,0.662255552,1.141419223,0.985184333,1.053181684,1.00302472,1.116025227,0.983072641,0.873643785,0.906526015,0.791483522,0.732560457,0.959545126,0.888541058,1.019294232,0.840988224,0.868587833,1,M
0.894980083,0.920811194,0.863585798,0.809359052,0.86354255,0.801127929,0.77575865,0.850237159,0.827618197,0.754881689,0.763351691,0.798264849,0.822631636,0.860253878,0.922918764,0.880599697,0.877317083,0.807180869,0.923598696,0.887405816,0.876803589,0.867760938,0.84059896,0.774618959,0.975839913,0.744922611,0.842000133,0.873383305,0.893264346,0.914502175,0.989968113,0.857692272,0.783173314,0.818052484,2,M
1.060787574,0.980017287,0.898770435,0.998263873,1.002469058,0.895562619,1.020585774,0.995563337,0.952336707,0.995333476,1.058656913,0.966997825,0.916933009,1.107385621,0.957509951,0.833978878,0.895086285,1.04999223,1.053915402,0.896586126,0.994135229,1.017918332,0.96057161,0.833552114,1.103413743,1.036181493,1.099875053,1.134248678,0.901908603,0.926579985,1.125963299,1.056775045,0.795260658,0.925779069,1,M
0.977720374,0.975747308,0.827934839,0.99364581,0.979792204,0.917220219,0.992140141,0.955349763,0.970009861,0.894940744,0.900338404,0.957666093,1.093912587,0.973600432,0.931244727,0.814484717,0.856875798,1.076080878,0.966951072,0.868406216,0.929679305,1.023798446,1.019231254,1.025892197,1.007816029,0.871201679,0.903875632,0.926562295,0.845078368,1.003463361,0.866838365,0.859020319,0.925934186,0.921708967,2,M
1.075312961,0.91300054,0.877356905,0.978100501,0.842672296,1.010631284,0.933875834,0.941378695,0.811078346,0.848166827,0.927146591,0.893231955,0.922681992,0.813904522,0.76729265,0.728702469,0.747338531,0.873939955,0.842152284,0.984142773,1.030116238,0.922524005,0.910276147,0.923866211,0.829509906,0.817600826,0.969407728,0.764541914,0.826430926,0.847595553,0.855939429,0.943977415,0.876149693,0.909314205,1,M
0.975602394,1.004005606,0.872696908,1.028178766,0.959871754,1.014372769,1.097438332,1.037603933,0.933242368,0.972917602,0.911696391,0.941423886,0.998907973,0.968351364,0.974833294,0.687114486,0.855725778,1.081946376,0.931527706,0.998821184,1.020970228,1.012893753,1.040782143,1.10094879,1.020183152,1.005179181,0.963209582,0.908539056,0.895508433,1.019389371,0.936862151,1.043604123,0.9526028,0.954687956,2,M
1.043522531,0.985156747,0.964418895,1.095038819,0.871007805,1.019402242,0.997611877,1.047059089,0.822580357,0.916172962,1.026250261,0.961252893,0.984488887,0.840047648,0.985847902,0.980256959,1.110195404,1.018373164,1.065192404,0.925352229,1.004930551,0.954166867,0.976552722,0.944422171,0.871878924,0.832474087,0.924067946,0.976315727,0.857397738,0.91603163,0.975246124,0.956904387,0.85397011,0.831599263,2,M
0.884241486,0.903185173,0.969704323,1.013782637,0.945147809,0.863592639,1.040758423,1.002510556,0.950421943,0.898370857,0.917736898,0.823986962,0.858788364,0.929525706,0.896267175,0.77582843,0.788618473,0.843338671,0.697157641,0.969282563,0.989176876,0.808334037,1.083918894,1.019978083,0.929825518,0.960422136,0.955327234,0.808411053,0.943987521,0.819883888,0.930224594,0.821107539,0.846009728,0.831325817,1,M
1.020106401,0.808159056,0.67251918,0.91048386,0.934445059,0.863804725,0.870807867,0.914451293,0.825990141,0.897237416,0.942165224,0.826941515,0.920155067,0.883590651,0.848366859,0.748974815,0.800490166,0.949961353,0.873011622,0.80465984,0.705982541,0.896805309,0.906266555,0.944431696,0.792337938,0.826714809,0.854467839,0.881649607,0.779859729,0.879460637,0.835412382,0.970273805,0.684828452,0.810653495,1,M
0.971930463,0.999688477,0.905677019,1.020945406,0.96057257,0.902255553,1.002765499,0.944422762,0.73946932,0.861114544,0.895747365,0.870918807,0.790061617,1.016160146,0.863775669,0.696877163,0.77181657,0.96679134,1.007635571,0.930537756,1.015070099,0.854409203,0.983192401,0.920585595,0.986960786,0.923596896,0.817880624,0.945023037,0.930594007,0.890775541,1.040623677,0.951561757,0.868577878,0.936426547,2,M
1.049316779,0.882642175,0.999679972,1.02276289,1.042356976,0.878039679,1.080225083,0.915398067,0.86605868,1.042222886,0.961325238,0.832263499,0.896089037,0.923469637,1.003355177,1.0196694,0.900078906,0.921580677,0.892554109,0.938053171,1.073943842,0.803488981,0.91258001,1.056513797,0.867279261,0.843178909,0.938511349,0.771017845,0.913403902,0.865309707,0.901413368,0.801248592,0.82322264,0.765196482,1,M
0.959061662,0.783316796,0.918157885,0.851969884,0.769802915,0.813265229,0.91002425,0.793756404,0.948059455,0.807960506,0.818131133,0.887572704,0.913672251,0.780865097,0.812238728,0.887787172,0.854829517,0.887339508,0.829822946,0.875889873,0.797108102,0.777294172,0.957233487,0.914390133,0.824632642,0.935422273,0.712333365,0.904189904,0.702207206,0.945455854,0.848369466,0.699264949,0.775970872,0.61958759,1,M
0.714523946,0.786616879,0.917379779,0.740801976,0.897930342,0.821732576,0.77041162,0.911122597,0.960843587,0.831845077,0.795658832,0.841980799,0.913796239,0.849073904,0.832887071,0.915829173,0.787545952,0.951340764,0.886226147,0.959701336,1.031152387,0.990915983,0.969039548,1.040353732,0.945940394,0.856406033,0.86052405,0.783981282,0.836364091,1.00187236,0.946867415,0.961957776,0.83175168,0.768503551,2,M
0.936203226,0.871654719,0.887601724,0.774020886,0.821067767,0.939241511,0.763079189,0.871331348,0.945932969,0.865449452,0.811453079,0.813354216,0.852369492,0.850438631,0.925304956,0.903812613,0.772645631,0.945504553,0.704132682,0.863794674,0.814347625,0.87200459,0.908648603,0.916098318,0.910027901,0.957174075,0.730606727,0.9616743,0.720462853,0.89222166,0.670715595,0.943678553,0.687957152,0.764378035,2,M
0.892803597,0.861040018,0.95088824,0.953437023,0.787741696,1.027152154,0.823506841,0.989756828,0.845150187,0.609850741,1.00260641,1.031550152,0.936643345,0.744191186,0.880972716,0.808981308,0.859881165,0.801921746,0.902189022,0.892875397,0.831090497,0.743980801,0.919348103,0.877829059,0.834230515,0.825230099,0.717625493,0.974643077,0.729386921,0.899231963,0.707080499,0.819677115,0.798744127,0.854967123,1,M
0.95349333,0.919605544,0.990406869,0.862990419,0.855736175,1.025304465,0.854021822,1.010502338,0.761857121,0.766358204,0.93338965,0.788795221,0.840559974,0.889208904,0.692369358,0.7630115,0.682141606,0.76435334,0.866150962,0.842962162,0.704756778,0.76619125,0.916964469,0.740754157,0.898110616,0.797502194,0.789503969,0.93652132,0.916175608,0.803825078,0.865160785,0.81472207,0.909174964,0.877648989,1,M
0.940659341,0.891518893,0.810476715,0.916438094,0.826863414,0.901844766,0.818636833,0.929523789,0.910132312,0.831286747,0.913784742,0.844731312,0.823354239,0.930281561,0.798177987,0.865258718,0.924744518,0.806026372,0.777841836,0.839725584,0.86133193,0.775074935,0.773654973,0.801534153,0.90525235,0.802696722,0.9661039,0.907085548,0.890069773,0.885428853,0.966587365,0.883016429,0.98336564,0.963274845,2,M
0.927066175,0.85860898,0.863001727,0.845618432,0.794319084,0.903617098,0.982996415,0.953703094,0.866339141,0.849236199,0.915572237,0.76228922,0.884810477,0.865868856,0.930930056,0.914565255,0.896623622,0.875822451,0.861721165,0.873498386,0.93646615,0.86302479,0.940201718,0.846605197,0.933306748,0.836258805,0.910168924,0.848913211,0.950693889,0.939712251,0.913914386,0.833952602,0.809526163,0.753810106,1,M
0.869140704,0.77867747,0.86687538,0.941794291,0.725412721,0.930245322,0.75989864,0.786813465,0.950215633,0.799886447,0.812080962,0.953749703,0.798441544,0.889803173,0.957871714,0.858512243,0.829547043,0.854516351,0.906442504,0.85454911,0.781006296,0.726092546,0.827221013,0.909288595,0.832694345,0.895570118,0.808200185,0.761350387,0.662684272,0.942092581,0.806550241,0.947625486,0.843740607,1.042252153,1,F
0.895294559,0.906373553,0.904488014,0.960755574,0.800759732,0.967310876,0.951716547,1.000325594,0.948829936,0.989281224,0.839920585,0.657877543,0.730497241,1.044294975,0.955106834,0.816789413,0.726807777,0.883079261,0.882660026,0.945071487,0.853676498,0.827386565,0.824796167,0.849770087,0.966122387,0.86172752,0.922290797,0.959473714,0.857681577,0.966163092,1.119098442,0.987874718,0.854124433,0.832501561,1,F
0.703684795,0.823619003,1.013306754,0.807333421,0.772525915,0.824533234,0.930663375,0.917301661,0.847469601,0.937257253,0.829951728,0.851609354,0.883240078,0.916151117,0.743720904,0.762391411,0.726161252,0.750051802,0.77418345,0.871192278,0.954856148,0.799574904,0.79254418,0.723331233,0.899482433,0.81117378,0.760502049,0.798479832,0.679132075,0.868619959,0.784362458,0.901260907,0.867260991,0.74842328,1,F
0.941209979,0.762521987,0.834923764,0.855198215,0.771732167,0.900984559,0.81216505,0.788737914,0.859457786,0.820572514,0.925869793,0.72110747,0.938352918,1.004376615,0.806609746,0.685733319,0.76925705,0.831339061,0.749129238,0.779243754,0.934005452,0.777268276,0.887323007,0.8265103,0.819380458,0.769959521,0.761685584,0.927036321,0.834015415,0.969883484,0.872630976,0.743501219,0.822386756,0.671127121,2,F
0.947583488,1.016515116,0.966046071,0.930193337,0.878436783,0.92549436,0.988782711,0.816758304,0.774334127,0.856488329,1.01252194,0.872647912,0.931162509,0.963055164,0.87702489,0.768432568,0.860018046,0.976689469,1.093810091,0.89513764,0.937263833,0.964755985,0.995745592,0.79898565,1.012637635,0.934983087,0.988070173,1.048064547,0.777893742,0.912292979,0.850874313,0.982833751,0.796146145,0.907910435,2,F
1.022470812,0.911635885,0.985064581,0.901677663,0.990959636,1.0636622,0.917418924,1.081918945,0.962911646,0.872945579,0.949762537,0.93751339,0.903422366,0.976172922,0.885593227,0.815472345,0.925034238,1.042530195,0.946401909,1.02758839,0.95146367,0.724662016,0.920433498,0.936081342,0.984479083,0.905545513,0.853757919,0.879983081,0.921660148,0.987977288,0.979577951,0.916800995,0.736281732,0.879496794,1,F
0.76610278,0.778174531,0.756152101,0.846212778,0.878375349,0.813986633,0.899378939,0.8712313,0.81149995,0.835075979,0.906661363,0.678567217,0.805765306,0.937275884,0.87246435,0.833866816,0.821159541,0.8756976,0.840380098,0.969805735,0.82315554,0.858532783,0.926476554,0.809237861,0.807461218,0.867950653,0.864788286,0.841223393,0.718780351,0.823520178,0.987916369,0.898983559,0.825348123,0.858321381,1,F
0.834265649,0.849820277,0.87862425,0.665507484,0.711713427,0.820635764,0.734681321,0.935691737,0.87246452,0.714881627,0.976103533,0.810297994,0.792807763,0.84205808,0.902677681,0.780836947,0.833078975,0.773632448,0.767114203,0.823978842,0.818588085,0.782829257,0.75106437,0.790804851,0.85215229,0.887154993,0.763453372,0.908769046,0.85153489,0.657701065,0.808272739,0.70831767,1.060716528,0.880657785,2,F
0.878925534,0.918401981,0.866936727,0.8321518,0.887502946,0.869527572,0.89134836,0.860400681,0.806301865,0.926857685,0.844520579,0.868476464,0.737368828,0.994791021,0.861961927,0.791428338,0.907021243,0.94474313,0.923980852,0.941520072,1.047418315,0.947385612,0.986236341,0.997359537,0.953682886,0.916012558,0.900557363,0.977606599,0.876566527,0.794745092,1.083854248,1.003902553,0.890543872,0.991313117,2,F
0.789648601,0.845685281,0.85207369,0.778069686,0.796427212,0.834861164,0.729517622,0.828226601,0.84903981,0.704919532,0.944392123,0.769085714,0.871467681,0.853347334,0.806503311,0.805589978,0.832888044,0.860889133,0.965091948,0.853595776,0.92474299,0.910059799,0.876601216,0.847182276,0.945648174,0.853446366,0.797608256,0.961925957,0.766347943,0.76569616,0.837375644,0.745624243,0.802712073,0.840866851,1,F
0.885011947,0.931409779,0.848760205,0.859630861,0.891022245,0.872626059,0.769480531,0.913431778,0.827662898,0.92406956,0.911337268,0.85739693,0.849197419,1.005365722,0.899921714,0.867157141,0.794567823,0.898054457,0.886899398,0.806806013,0.860723125,0.926750233,0.736476662,0.843535504,0.912289255,0.755930795,0.840683297,0.838823404,0.852553074,0.824473593,0.849792259,0.925909993,0.810047719,0.841141129,1,F
0.979984131,1.050632844,0.963592104,1.053422234,1.011660752,1.033601127,0.935505019,0.972972992,0.791414666,0.890191792,1.064015412,0.914435353,0.922466323,0.945429083,0.969941532,0.988963906,0.942636861,0.875985044,0.860237783,0.864841363,1.033509707,0.87280268,0.96859638,0.872586486,0.924638028,0.765342268,0.91629807,1.000630677,0.951098574,0.898478915,0.943500794,0.770022661,0.849868756,0.749989797,2,F
0.931629403,0.877343837,0.994068551,0.901152887,0.843691162,0.909068184,0.928590025,0.913492125,0.839546788,0.651361242,0.979656321,0.858358861,0.8700449,0.920966437,0.894144758,0.85777022,0.907288024,0.829496833,0.99500634,0.79171051,0.875020982,0.879252227,1.001439471,0.817794339,0.810905233,0.735450914,1.999999963,0.926032265,0.873833497,0.855147173,0.857413436,0.758004429,0.66338761,0.773067461,2,F
0.824067115,0.627988289,0.923716942,0.945477221,0.753261427,0.946925755,0.838068636,0.900310274,0.868630923,0.854252154,0.842361906,0.903528677,0.937446277,0.864918159,0.804999192,0.827155714,0.879640153,0.738064811,0.747213475,0.834453235,0.846290319,0.840093732,0.904884703,0.793585518,0.926490703,0.859287663,0.836902819,0.81119351,0.632931726,0.925660158,0.881563826,0.882928758,0.869350494,0.739224515,1,M
0.936707727,0.825222408,0.769179022,0.837854324,0.788318444,0.793685807,0.845462444,0.876058987,0.714244773,0.803724881,0.758622618,0.827592906,0.817817324,0.728778063,0.856487333,0.752977665,0.816047298,0.765602532,0.771206383,0.757635864,0.747139073,0.751256656,0.902833342,0.762941898,0.79230531,0.884347809,0.784607572,0.853589844,0.732477417,0.915163663,0.833320843,0.872627754,0.86319841,0.857702967,1,M
0.906762191,0.833836938,0.911836257,0.944741327,0.885812826,0.901903817,0.936602195,0.817644477,0.781248321,0.809475166,0.838871253,0.916167053,0.934220955,0.786884042,0.859880849,0.823248567,0.746275041,0.778081957,0.797879531,0.925939109,0.883916436,0.892885857,0.872781397,0.891880608,0.995487123,0.937081387,0.659604214,0.902016534,0.945197322,0.858138557,0.82708631,0.828055308,0.833130159,0.948281476,2,M
1.22581806,1.246027737,0.914222437,1.010869492,1.064089175,1.119749182,1.116318695,1.16179014,1.22650138,1.155191903,1.297304259,1.0186918,0.997605906,1.247663174,1.137513728,0.944799883,0.994749021,1.256237373,1.300660826,1.038163438,1.027324598,1.133692004,1.186450228,1.172244767,1.210570187,1.179041631,1.129299224,1.384383607,1.014459509,1.031911357,1.316794438,1.132658325,0.89945589,0.960767208,2,M
0.86585725,0.841401076,0.907313503,0.810907627,0.81182646,0.799892973,0.841525496,0.932359431,0.866635429,0.990603863,0.850978212,0.785714594,1.12624546,0.907827428,0.844471347,0.76770827,0.874318357,0.954979232,0.827972207,0.843233488,0.998815179,0.93576631,0.851037981,0.943330008,0.839833984,0.823850402,1.013322237,0.873626023,0.780804007,0.946745044,0.962823204,0.870992025,0.801681821,0.88255727,1,M
0.996281965,0.950378289,0.965588877,0.790871744,0.762854298,0.945689645,0.892657967,0.95497647,0.860012962,0.873163795,0.939284598,0.883790343,0.936569389,0.891031045,0.820111486,0.821265798,0.895556289,0.801086734,0.904020597,0.968243426,0.907023296,0.839217129,0.899095316,0.828266723,0.878606587,0.833668882,0.883333702,0.91464487,0.808939332,0.879364922,1.001020533,0.774900924,0.910986857,0.883957581,1,M
0.810659801,0.83300798,0.950350943,0.838826318,0.828395357,0.775378037,0.801694225,0.805778306,0.941745229,0.85370438,0.785610076,0.774969551,0.986513954,0.780257082,0.805947342,0.884801565,0.829647108,0.757774141,0.935246169,0.800412818,0.858479121,0.775149272,0.802772611,0.879965827,0.765414229,0.79808631,0.808382473,0.704469424,0.689367301,0.998855187,0.854214241,0.813801239,0.863584965,0.723274666,2,M
1.046721174,0.910507821,0.929534971,1.057059195,1.011346165,0.940433662,1.045162402,0.898458145,0.841430831,1.033355227,0.866532945,0.779998183,0.993847337,1.037602857,0.758456279,0.847670356,0.786111872,1.029223586,0.972057445,0.778937208,0.915195203,0.873728323,0.784499126,0.900289708,0.950146995,1.04655114,1.130620814,0.843626922,0.729291669,0.935929071,1.056553245,0.897389601,0.817632607,0.902722946,1,M
