H_all113,H_all114,H_all126,H_all125,H_all97,H_all98,H_all122,H_all121,H_all103,H_all104,H_all110,H_all109,H_all112,H_all111,H_all144,H_all143,H_all153,H_all154,H_all25,H_all26,H_all88,H_all87,H_all3,H_all4,H_all102,H_all101,H_all132,H_all133,H_all134,H_all131,H_all141,H_all142,H_all99,H_all100,H_all92,H_all91,Age,Sex
1.51830481108908,1.53570845168318,1.60313433544982,1.58367833776968,1.52276285945911,1.54599014762867,1.5374995552314,1.60207236325719,1.59332397875964,1.57116582722434,1.57230777958065,1.56227046069054,1.6113740120585,1.62120100163206,1.53296273829081,1.55902070337584,1.53558898739706,1.49688706402256,1.54269990249282,1.53942978193568,1.5338236350744,1.48532294740844,1.61245328334576,1.64320066411685,1.560231973515,1.58193157719413,1.54616525060241,1.62143915473045,1.64780714620431,1.66307965510261,1.57063749826241,1.6041120210809,1.58386825009903,1.57557615944757,1.58920266946975,1.64314948027628,2.9,Female
1.58355268235279,1.59156109456831,1.59164543775826,1.56841409531144,1.59601225521167,1.61362423076895,1.58811057086855,1.58309156829517,1.62692277104631,1.56143989662518,1.55576806442251,1.60479806428965,1.54395647498024,1.50449506049708,1.60865465762782,1.57611651454066,1.49950424401119,1.52306737271607,1.5708086842623,1.55445478347932,1.52369128173647,1.55601975571049,1.61289748298432,1.64138981404753,1.5764238101172,1.63143691151907,1.58530300519844,1.57889603042663,1.57213915744224,1.67512845210893,1.58928626910303,1.58440004829671,1.60002584126273,1.60678041611419,1.595221952301,1.57177706549873,2.9,Female
1.63085998789288,1.63885167431072,1.55704763019343,1.54158820766895,1.5844464093033,1.61451708110384,1.62289593429992,1.61415813649623,1.63518427311043,1.59281903619074,1.65001763199252,1.62061148938234,1.59712037395068,1.57535328623834,1.61361757838935,1.6468839759661,1.55354123678501,1.50508450798065,1.54846504251421,1.57289145324299,1.53709861247759,1.51146203809735,1.63403812328057,1.58683373804497,1.58997734205699,1.61740935763547,1.61698476030832,1.61632631721925,1.63856735441053,1.64683479174086,1.64878912068573,1.59328853065358,1.67413904458314,1.62216279515652,1.6285495350727,1.62457835103568,2.9,Female
1.58960821602893,1.56637145100756,1.55509540107313,1.60715264016297,1.6072424852343,1.5858424152923,1.56872731986641,1.59410217002013,1.61934906340219,1.56616447459859,1.5454045873408,1.59167769110749,1.54800802490931,1.59737069660571,1.57144661284023,1.55735920703478,1.62254744907565,1.58556395393712,1.61643812059261,1.59261862554536,1.53453854356065,1.62652881760978,1.50821580043687,1.53275288290775,1.55798702842511,1.57800792573652,1.59406057688316,1.59957384606785,1.59815815128241,1.58478991530621,1.57684268167968,1.6063403393151,1.63304302237981,1.63226105449485,1.60599635361188,1.60300087979253,3.0,Female
1.62858938268982,1.62928998218774,1.59454145313928,1.65774946626137,1.60009238176608,1.63895546546377,1.66300467103897,1.65739417869222,1.65477253389679,1.58838792547466,1.64288372512038,1.67292725560602,1.54717154803967,1.57341748220649,1.62773059407724,1.63885446489015,1.68826746568032,1.60361643741328,1.57272317889944,1.57493262088644,1.56820017792142,1.56078762103552,1.64489416858771,1.62385614872471,1.59318830476482,1.62333395072121,1.57637531609113,1.63565061812273,1.62107649333403,1.55447049599638,1.55179981057258,1.60911725203108,1.61787842003522,1.62811730666483,1.60706181525668,1.65847654311585,3.0,Male
1.57329417647201,1.56221832951118,1.55828868200194,1.48447838608453,1.62440924809717,1.61037572436032,1.59180252656715,1.62140402586716,1.58316808267189,1.5899286408645,1.60115379780914,1.61043915669306,1.60741457493061,1.59440618771592,1.56402602102676,1.57975313847265,1.51849825769798,1.52250966959232,1.52357825785986,1.56151763496288,1.55621920974992,1.53950164384702,1.53842447828944,1.58689307098105,1.65109413617067,1.64365574811344,1.59051693740836,1.66235056764901,1.66210610486407,1.61363772967353,1.54688707831956,1.55733064027722,1.54651161564206,1.5623575664213,1.59600823907276,1.59637153995805,3.0,Male
1.54516583370729,1.58256310385981,1.54783341040136,1.55622649731184,1.51663483073268,1.60568759686333,1.55765915530335,1.57094096883089,1.54634698530955,1.63436358400665,1.54586843097972,1.6174323116719,1.57099946188998,1.56420368397729,1.60293326896275,1.59463281050171,1.60339354206236,1.57089977834474,1.56783438136789,1.57985367397122,1.58253991119269,1.5919476384681,1.55964130042079,1.65125506244123,1.59303628858824,1.59409965800566,1.546844611311,1.57334014924079,1.62326325710425,1.55171682361401,1.56341259365858,1.56216294020943,1.59206555983578,1.51924190503963,1.53083745878539,1.49404923556792,2.0,Male
1.59190255744704,1.62218130790709,1.57790232852259,1.59119810873053,1.62167244488316,1.55221069593171,1.62033127589713,1.6458145070625,1.5523389543503,1.55569445348085,1.55798865858808,1.60113192822774,1.60299123431308,1.54975771662826,1.53889137235274,1.62290432328658,1.59860979814392,1.57253689083065,1.58025690200508,1.50195475208459,1.51874412642092,1.61490777219388,1.59442288481723,1.61139908707872,1.60985194976196,1.5616168055732,1.56730986249499,1.56633992946315,1.57293655823132,1.60910677268951,1.57564994747179,1.56043688974836,1.59639061423077,1.52319019510876,1.58616255629221,1.50276549426141,2.0,Male
1.67386958268258,1.65639825204476,1.5840420981641,1.63006242095964,1.62144470095079,1.60408839911156,1.65876496262822,1.6080720047612,1.57309060588298,1.60479426268436,1.62198369079794,1.59222444455416,1.60734407743946,1.55642395969711,1.59529193325676,1.57959015169314,1.52026167134125,1.55254109155703,1.55157062362638,1.57233733362992,1.5278113860906,1.53154256481184,1.63244070963937,1.55166683021293,1.52981950612036,1.57405604938802,1.58803963800407,1.57259517036268,1.56346117088564,1.6114116305928,1.56506679613411,1.58034603923001,1.5526072030536,1.66069329444055,1.59206757148394,1.57299175518995,2.0,Male
1.57856447752163,1.59191006272778,1.5686275136553,1.57650332689638,1.56729525972204,1.59531950303334,1.54904193830244,1.65889686664247,1.64651885106677,1.62055652743374,1.66523270747564,1.65771035051802,1.58394738936892,1.57831966500496,1.56390073738601,1.55123488518669,1.56815563119699,1.60152257008877,1.5662736850847,1.53376843453694,1.54333388295165,1.58004256379025,1.54081129474568,1.54187398630904,1.61954479987353,1.57334295794238,1.49267841275675,1.60607610345441,1.60718004258432,1.51575326249131,1.60260611860729,1.52683370440527,1.58312923978681,1.54170541882481,1.58442334923453,1.53684730272956,2.0,Male
1.61636964592892,1.62671179748704,1.593068159583,1.63012380107659,1.59137682416623,1.64940792154798,1.60806227253651,1.60260749494489,1.62982293413107,1.60385745247165,1.57404578677683,1.56066044180172,1.58698203550042,1.56097040817077,1.61087615484725,1.60753054090187,1.55511677082551,1.57926473455107,1.57485518149808,1.55229797202023,1.53442696664218,1.59139844225795,1.5878032116636,1.61699958035699,1.56649280370732,1.55212859417374,1.57863684125123,1.64321539546971,1.62990137492485,1.57446528209964,1.6289194773212,1.61605815695177,1.63235260936192,1.53623493353338,1.57010913952087,1.57648525551553,2.0,Male
1.57254999433262,1.53392233675695,1.5673280252938,1.56254779699179,1.60407590801192,1.53183652759035,1.56917782353156,1.57889703017696,1.56930606596709,1.56499498115826,1.56510428669766,1.6225425048882,1.52475325495991,1.58571972853793,1.59092446175556,1.61755207437207,1.53869520969731,1.57723298936709,1.59803180038046,1.57698439830681,1.58265462083884,1.58342653077929,1.62969773771032,1.65411975224834,1.54087115666816,1.53199558680717,1.55842815193766,1.50446946552016,1.55815052424847,1.50296095076725,1.60149048830611,1.61538517432036,1.55177212775775,1.65938533530615,1.54223196207781,1.56011033496534,2.0,Female
1.51758004159292,1.56406287832247,1.53240430229394,1.57848806159528,1.57969029305085,1.58896890090383,1.59143895411779,1.54934726988548,1.54222640842006,1.60783151096561,1.52691216839023,1.55479434739,1.55638030385854,1.57800090389945,1.56398769288477,1.54910257443887,1.58217442108564,1.55233955393877,1.52640773393895,1.54676957663658,1.5898590765537,1.56468449055942,1.63603519525152,1.59524278989271,1.54902883956452,1.5612721903112,1.5644556614345,1.56369115912414,1.52511233633385,1.5761422766764,1.58427518101718,1.61308152326557,1.57381411097288,1.55649463785041,1.50359771075229,1.52639725025652,2.0,Female
1.55076451971127,1.59901270017733,1.55314241607773,1.55676235593969,1.5280782098132,1.48000444557004,1.61903870449783,1.56546784654691,1.56280108268461,1.58869687794872,1.60760664392869,1.55646242357609,1.64160463195451,1.58533096373841,1.64178431483656,1.58211626555845,1.6000662212725,1.62784091844773,1.62922860883448,1.67642237084503,1.6028065193861,1.6632857673739,1.566347810388,1.58481237600015,1.57891224668047,1.58848317497481,1.61125658954762,1.57435350169751,1.59618422962059,1.53017699716368,1.588877566395,1.51075341416987,1.5942194363336,1.61417312867444,1.60003420538081,1.56672233056669,2.0,Female
1.53594791507913,1.55459543857858,1.60023609964012,1.62643585584829,1.591351551895,1.57712914114787,1.5779817449052,1.59138791138303,1.53645340668744,1.60814556339718,1.55863778024244,1.56824364355326,1.62017869219663,1.65450979541796,1.58552355300346,1.62044292578208,1.62893409410043,1.5893284952108,1.57862567526408,1.56674316094779,1.52638589016284,1.59005101580934,1.60982740596556,1.55636298393132,1.55881137372336,1.5815776774309,1.6081047502733,1.48952010167683,1.52593161192414,1.56569685142157,1.60479616639569,1.55830831639793,1.59324629459413,1.58598989598376,1.57979192452064,1.55053611929483,2.0,Female
1.55761201658592,1.56370224116835,1.6062640392296,1.57556562165992,1.52327946987906,1.63286784526357,1.55274180469831,1.5654175478977,1.64997962074613,1.65454611112627,1.64712084320571,1.5729436979652,1.56521124099701,1.60521401572381,1.61844151660894,1.5293843793645,1.54340070415288,1.50021051038715,1.53781208236104,1.54699353016573,1.59545715736695,1.48326460361279,1.51447586666235,1.61168906340893,1.57585836515018,1.6197020454869,1.56069646244574,1.61834237127352,1.58740918773404,1.60157199828802,1.56416439471069,1.61698727021417,1.57469611379989,1.64598782661659,1.55619194190107,1.57659976084801,2.0,Female
1.57436111613378,1.60228266611364,1.58505728235656,1.52090815540005,1.59421155385682,1.54819692533849,1.54368751762835,1.62501838266488,1.57910570201665,1.54564500252093,1.61815404203251,1.5797199982558,1.58392603836998,1.61751836477731,1.58655538323117,1.60131054868154,1.54578901722339,1.60426630605576,1.52494001709578,1.61277900563578,1.55912070462833,1.54920722073012,1.6086825302938,1.57238342196654,1.61272589755468,1.62286369067513,1.6276279886982,1.60277057664698,1.55590889442942,1.59863422136602,1.58537795340423,1.58459636110086,1.56214834556349,1.54488396062112,1.5657649522573,1.56678366451393,2.0,Male
1.57615615130766,1.60812409862557,1.57294687026037,1.5914076825303,1.55405382217016,1.61139471947754,1.56694787247203,1.63254198767632,1.60640604246816,1.55634782227382,1.63603191813827,1.577030843289,1.5895293890633,1.63082021073263,1.62819602518859,1.59047927774765,1.53882667322992,1.54933779713721,1.60353566732531,1.57426877932893,1.52302008560339,1.60092566209658,1.59304363888367,1.62309094906042,1.59715317798914,1.55147665365981,1.55050607121792,1.57210173883644,1.60644873367095,1.57086736724535,1.57301034087587,1.62325938289459,1.65472447042167,1.6398554956681,1.67364193252932,1.54009819312477,2.0,Male
1.57461071199005,1.58694473459348,1.5599492962111,1.54856667077648,1.62862964508456,1.62722466644363,1.52238649100191,1.53093320265381,1.56404451360977,1.5753428257239,1.55587477738516,1.5608949633938,1.54657320934096,1.60744246737746,1.54606161673572,1.59109929470302,1.54794897028578,1.55086091089448,1.58259780091714,1.58697170890163,1.57689229898513,1.59966600019108,1.61376944944088,1.57333043264843,1.55418075003926,1.56537490368917,1.59425581508549,1.56066654895592,1.565359048516,1.50511007871386,1.56792823114653,1.58114702026997,1.58339909199195,1.58035473334614,1.52787794424944,1.58341489625623,2.0,Male
1.52893425418787,1.54703093115391,1.64336091012709,1.58502252278722,1.5824436864117,1.58009298028865,1.60194260861881,1.65367572906102,1.62849000261456,1.55605281081054,1.53863688872325,1.59367968040419,1.61016343734556,1.6086152546439,1.58913416045269,1.62498139400977,1.55530968030407,1.61022292915893,1.53481023900496,1.62134374131756,1.55134951928359,1.53126681794056,1.62233842321264,1.64121017326314,1.61515096165549,1.54061063322147,1.62187340933007,1.60531516855629,1.60049535996354,1.65052145283853,1.56842719670955,1.58727696090151,1.61690496951659,1.57944408424256,1.63109467432228,1.61142766978853,2.0,Male
1.62840325948219,1.58384537706158,1.54386674890786,1.60464461719955,1.58219408426337,1.63477169447683,1.56845169138836,1.5701590671304,1.58648159758379,1.6766826643615,1.61003785030372,1.58366042153782,1.58513860985835,1.60721626536248,1.63461059262585,1.53937013646252,1.5376112756073,1.61738669145538,1.5374610554172,1.61688710739444,1.61541919971806,1.52951177298951,1.57241148056409,1.49569753548228,1.61700976465351,1.59768379528815,1.5761360937272,1.61033732974443,1.60053846141185,1.64537593045773,1.54316151390248,1.60949935713804,1.61549208569472,1.65063880618562,1.63056892442808,1.59110580005611,2.0,Female
1.59319167842521,1.55495841600527,1.5352993461127,1.59169648926719,1.59222215546397,1.60097637416962,1.58317404721815,1.56758803974358,1.54192548324461,1.59048413972686,1.62412702761686,1.57824819012656,1.55661760136964,1.57716570317913,1.59154128668163,1.60106362878995,1.53752318657368,1.54231092325294,1.60390379934589,1.53553893129383,1.57600760520338,1.49502809956066,1.54545944595405,1.60758057158596,1.62701809281519,1.56305687713031,1.55317519486789,1.6005292778679,1.53396052611794,1.62471389279937,1.57067524658739,1.5577171524194,1.59004104569656,1.5938036784196,1.62993515415933,1.58655615179123,2.0,Female
1.54900404843582,1.49572607587364,1.59707961401566,1.57531901800337,1.58233061338096,1.55994760081737,1.60890031339699,1.63256422765423,1.65629184809003,1.57015065338769,1.57586375915966,1.6040771084041,1.58730779103948,1.60916166025351,1.54158333309597,1.64536763084545,1.56749414976709,1.58487708574084,1.56605994981956,1.60212352120588,1.54489722695894,1.58895794719557,1.62130060114199,1.64294308611732,1.63928328641162,1.53882075341536,1.64195599587188,1.60681232428093,1.63030993667979,1.59427812805644,1.54551063115482,1.61025693724584,1.61279353584539,1.59148397643778,1.61801758730396,1.60212671052719,2.0,Female
1.61804923612132,1.58418479605966,1.632544533706,1.67083571598985,1.60898878841441,1.62363729733418,1.58028652163086,1.61434569313205,1.68200797135831,1.63793143984573,1.66208339676603,1.62869947364312,1.62119028544368,1.61617592001981,1.57081361272309,1.61632013257491,1.58116611710561,1.6431856912208,1.54502781341825,1.64497953213659,1.59271367684878,1.62328587882803,1.57766210039104,1.59547698762991,1.62765827136276,1.59275006304056,1.57917746991701,1.59176107482236,1.59952762275316,1.57443083952515,1.59843229687324,1.62604319314634,1.57820470435604,1.61863574238947,1.6279163955972,1.58325108035285,2.0,Female
1.60701206093935,1.60379076089976,1.57138693511328,1.56361572093987,1.61528024254736,1.6160181717866,1.58731462000599,1.57813303129258,1.69348639726966,1.60692107482377,1.5477869505429,1.64158114837068,1.58388640502876,1.60228820828718,1.62350832729957,1.58218410768193,1.56542091865016,1.56911375191074,1.55816462876166,1.54653008591172,1.53591506511879,1.58155091492393,1.59344498143082,1.59284255179173,1.58085175911377,1.60446924701751,1.58542693384471,1.60088201978681,1.58626814505539,1.60349848331843,1.57655765157208,1.5828330924896,1.52472445680435,1.55179334662687,1.6146927187642,1.55605571007924,2.0,Female
1.58435117777528,1.58551784620106,1.51815888369855,1.53673238227603,1.50358894810689,1.55270669314824,1.55865325230791,1.53599957360259,1.55448246961332,1.57502534364451,1.57694495168255,1.56017049996523,1.57160478719698,1.54752734804547,1.57541993239921,1.55078989442778,1.52188465391938,1.52059300671144,1.57036952630467,1.63988232177016,1.57993742450384,1.54080115992118,1.60389560887963,1.56410632534966,1.53881299950655,1.58052661422602,1.55591335495446,1.55842080051953,1.56302016661792,1.50039851128065,1.59645349906899,1.52018185286708,1.59692258163452,1.58943134633739,1.61345521098049,1.59713403270697,3.0,Female
1.54639629533196,1.59294258112056,1.5719452600235,1.62877904335012,1.54602231156791,1.54785016267094,1.57207834181966,1.56864774014809,1.52191196614068,1.5471305996653,1.57507776587423,1.52243120527864,1.6389392813201,1.59702467403739,1.60599264989454,1.57546195664283,1.56538006230047,1.59327159019282,1.52157857877636,1.57373305737242,1.59020236446478,1.57060405724779,1.57534284102205,1.6248623434279,1.56366323713492,1.56294078586279,1.60337484509284,1.60763041046488,1.5837087022521,1.52970608927524,1.56285801280962,1.57562781313466,1.56250051294281,1.5825785799209,1.5260554056548,1.59178283651275,3.0,Female
1.55085444780231,1.58581316618398,1.62810246717962,1.6004904224642,1.63620313601812,1.55165939374102,1.54004486057595,1.53974659014289,1.57398641321441,1.56486646426836,1.59583851465472,1.55707148063047,1.61277614831522,1.58530959501482,1.63715626404882,1.64465671461504,1.59558503350462,1.6174638105279,1.5022520707382,1.58903073208616,1.60026949213405,1.56395351674449,1.57907297337178,1.57683543422455,1.61285597808638,1.58982098037447,1.55413180541924,1.56320245611496,1.59283316704657,1.63456911401835,1.55676200605094,1.61198483703818,1.58404346430611,1.55892206801816,1.55468922083367,1.58137689608091,3.0,Female
1.61988456038565,1.57448468423207,1.58582998757724,1.59409827279983,1.57986630674743,1.62479467034286,1.56473779282116,1.6234348828979,1.57045999393366,1.56793765160738,1.61863870259207,1.55861935811252,1.59406120387189,1.58567932894033,1.5557933826576,1.57405685517613,1.62697522933597,1.6025499894396,1.60137584428892,1.54201463242953,1.58217808821655,1.6306780601768,1.55724613422218,1.59073118265727,1.58654866859673,1.54450975246594,1.62281091366522,1.63373000335091,1.62907189320297,1.54221338362959,1.52119172168804,1.54259503375223,1.60240998699447,1.58912212968994,1.56275472260281,1.55399047258142,3.0,Female
1.58649801791505,1.54326948339974,1.55963511190164,1.57128096387286,1.56817752985081,1.52239450060972,1.55940384906646,1.56323005193026,1.59326180344386,1.5933038526476,1.55169149804477,1.57849686684041,1.62743113328712,1.57132251619762,1.56899748376645,1.66622967932503,1.59051165928092,1.58630642095368,1.60858582551431,1.52737918302702,1.56986390055005,1.65762072844199,1.56739810875923,1.64103074364602,1.59445160768193,1.6057370149009,1.5100887031001,1.59669113573695,1.56836382655937,1.59505576806257,1.52051014161634,1.65126642497305,1.58854053570911,1.59571434520423,1.55883012883347,1.56926342310276,3.0,Female
1.62899671904093,1.61948658996862,1.5413449975333,1.62375897598507,1.55272331727368,1.59547778999951,1.49404041912769,1.5791602121439,1.58608868431578,1.56352299484547,1.54196254210482,1.60153170340934,1.53369619349121,1.5778684102345,1.56655291835128,1.58383755953949,1.55897356553507,1.5416451822271,1.5143609102264,1.50272483488389,1.50219930006134,1.47865304661424,1.55929655180588,1.61156257032347,1.58998122602871,1.57674674275329,1.51224417585839,1.56587444381771,1.56768043230102,1.56475099763142,1.5502670831126,1.60192656769926,1.62425545849693,1.64615290241732,1.54479433114998,1.61945364649601,3.0,Female
1.56169137300005,1.60689746332685,1.55427979909732,1.56271325778507,1.58460019108799,1.60742406094272,1.53769588001576,1.60611403170661,1.58198683682529,1.5861898991228,1.55921094464203,1.51174171897823,1.56016312657652,1.57629416411611,1.57746716175104,1.56198118252851,1.57655622451398,1.50349859304346,1.57404862200133,1.58663543770361,1.55866115217042,1.5393978688562,1.56603934437289,1.5642518930081,1.60082300968892,1.55944190613048,1.52357020712457,1.55176042436051,1.59956217516917,1.57282149593504,1.61583731802647,1.60170038029146,1.63071024490737,1.57669962987663,1.61048879046004,1.55386424541379,3.0,Female
1.58396099525883,1.621312998977,1.5840974495538,1.66224726975652,1.60849952687264,1.61404881516818,1.59672534882309,1.58835161205412,1.57741940973598,1.60489616212293,1.676138271938,1.61041903161368,1.59388711321779,1.63697168622845,1.6111205344409,1.59082738588962,1.54239946650474,1.60937019442163,1.59243308615471,1.54779017180392,1.57813745007067,1.56034722488701,1.62236801390057,1.55070665865556,1.63570195320699,1.66228746600169,1.57865256054248,1.57252534952796,1.59027693420179,1.5931843295543,1.58023465593155,1.62860993521708,1.62407531619916,1.63542264254688,1.60627124677522,1.54972620626841,3.0,Female
1.57739242087889,1.58813740073264,1.55758178498361,1.56967314370483,1.59285930044715,1.5664884470744,1.53208261125804,1.55373987249199,1.5377347184375,1.5658055605143,1.55511287852169,1.55133642446043,1.56950683091659,1.65010082909841,1.56622943253564,1.59740959523086,1.59507169185486,1.64268834564292,1.56355447285284,1.58704491951466,1.57561378359062,1.49940484302202,1.54812447277304,1.55999602191442,1.55834336537963,1.57971755326499,1.60972008073244,1.564367054345,1.54947221735593,1.56198192161643,1.53399051506868,1.57334685363514,1.61141546481498,1.59517228506069,1.60226821280439,1.59550649237771,3.0,Female
1.56961416111632,1.62663495078913,1.54556140512864,1.54140849178465,1.61370231005061,1.61128353257432,1.58625826492483,1.62765340437469,1.50815781413154,1.63260784023537,1.52559863261841,1.58865608136494,1.55038127781671,1.54964781608621,1.59282500309341,1.55198940262476,1.59753495713546,1.54767555511338,1.60518321884318,1.56458430609208,1.64824363679459,1.59758502655751,1.54825464558147,1.60736143627595,1.5998678232861,1.58349994576829,1.6245497049561,1.56446783360825,1.55639308382379,1.60116167526116,1.60330058750888,1.55489902073657,1.64233444740291,1.60187430921717,1.61259423238233,1.57586630230447,3.0,Female
1.52453099379718,1.52467929698001,1.50513803882842,1.52249904394387,1.5578792353629,1.56329126078737,1.55893590435556,1.58677699262357,1.56914725779762,1.614510939409,1.50526164994993,1.5238738806824,1.55629968623918,1.50312858425455,1.59456714456396,1.55420621952541,1.63836225923766,1.55889227063441,1.5125433788618,1.56478832417873,1.4994635449142,1.51209126033581,1.61889658024768,1.59405802308652,1.64068602294708,1.52785423093162,1.55253365400154,1.60703848557916,1.52371131518211,1.55502073434459,1.58756675396708,1.61661853929684,1.58557070759079,1.62791382812456,1.55229441557539,1.60526604534218,2.0,Male
1.59412601261353,1.62385019204444,1.58669762565892,1.58689120435796,1.59490852944033,1.52782996569787,1.47982062841392,1.57937395217615,1.54562180307126,1.62666408910339,1.50521263569028,1.52733757619229,1.56607550043569,1.60161187683697,1.5716885193064,1.51968991531973,1.52875713763199,1.57126442442439,1.56435988771398,1.52123974081932,1.56342469878625,1.53982327855652,1.63830943632453,1.57957291505086,1.5325535536289,1.5633426461672,1.60747161454243,1.56780913089188,1.55575143525294,1.5343337894437,1.53828520777309,1.57329899345211,1.57472456545815,1.57682035292907,1.56237117065909,1.50030445033441,2.0,Male
1.6386547611688,1.62481507631159,1.55140157496431,1.50874991386285,1.61160178021455,1.61078504765077,1.56907606723009,1.55246002916674,1.64226082431022,1.65319327448235,1.62526663674484,1.60670748331506,1.59853081266825,1.63286961738938,1.63341260842207,1.56826072913516,1.60868646682796,1.6678232451944,1.55013887760713,1.63864405140618,1.51911299702009,1.45959150259218,1.6286565746152,1.65247164702809,1.64900823487709,1.59949994013379,1.62866744651692,1.6123339526818,1.61403889641468,1.59327925272016,1.56594349649955,1.58408857897266,1.54824864316556,1.64184563251321,1.60040581479062,1.56089907961061,2.0,Male
1.60966117449521,1.63026444726056,1.55261135281621,1.61119554682616,1.63498581532825,1.56308535983624,1.63895127252433,1.64785455176004,1.68405903350881,1.63302481950192,1.69522732376318,1.72253802565179,1.57302049213988,1.60844080194433,1.66713899907213,1.56901294084652,1.57992379438353,1.55252725118398,1.63303373500054,1.5704263600805,1.6254737832005,1.58836938284139,1.62992906670817,1.6655047759146,1.69528128345409,1.68714892895813,1.57407890335599,1.59639037879767,1.59358028948456,1.55827094111364,1.59339243097708,1.54071943022272,1.62138420661581,1.60112570094476,1.60356939934738,1.57678947168478,2.0,Male
1.64238780482238,1.61642426693563,1.59558925133394,1.57214073812072,1.59637347361243,1.63094250853399,1.6297584775461,1.64467697756326,1.56227246801718,1.59500002873127,1.67586933228798,1.56931988084356,1.64360398413508,1.54595110154862,1.63450646773522,1.56354391438479,1.56303725482997,1.56219342254991,1.56274698539567,1.54863121380748,1.59864852407344,1.62067234782204,1.59350924300016,1.61955605845011,1.66572706678033,1.62015383292957,1.59458464991183,1.54513111412887,1.50938740870919,1.60859954348953,1.60228059791572,1.64944314590588,1.60813425123528,1.62936704280025,1.60956135964116,1.56371005771207,2.0,Male
1.60071359820321,1.59907872201019,1.53509774170359,1.49057287449894,1.62033397927466,1.60830169095769,1.55056811077777,1.5922515157794,1.57933858462421,1.5686093329976,1.59077986040759,1.59597965108706,1.54168562912048,1.57394298362729,1.58893947294119,1.60623660468831,1.60244811991539,1.55620422701421,1.56088711327152,1.54091255008715,1.50070342635472,1.5475912518674,1.58935759433281,1.64053662264665,1.54422592187009,1.57049344063239,1.58839259704187,1.60695976949664,1.61061365899019,1.54985881539258,1.59534569429877,1.59920541509331,1.57821952049353,1.60943152880462,1.57045089342948,1.57922220057069,2.0,Female
